Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
omega-olympic-official-timekeeper-automatic-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/omega_olympic_official_timekeeper_automatic_mens_watch_2.png?v=1576655973,2,,,,,,,,,,,,,,,,,,,,,,
omega-olympic-official-timekeeper-automatic-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/omega_olympic_official_timekeeper_automatic_mens_watch_3.png?v=1576655973,3,,,,,,,,,,,,,,,,,,,,,,
omega-olympic-official-timekeeper-automatic-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/omega_olympic_official_timekeeper_automatic_mens_watch_4.png?v=1576655973,4,,,,,,,,,,,,,,,,,,,,,,
omega-olympic-official-timekeeper-automatic-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/omega_olympic_official_timekeeper_automatic_mens_watch_5.png?v=1576655973,5,,,,,,,,,,,,,,,,,,,,,,
michael-kors-dylan-rose-gold-tone-chronograph-mens-watch,Michael Kors Dylan Rose Gold Tone Chronograph Mens Watch,"<p>Our vast range of sports watches includes popular brands, such as Casio, G-Shock and Citizen, all packed with the special features any budding sportsman could need. If it’s versatility you’re after, our casual collection comes from fashion brands such as Diesel and Fossil and looks great in the office or out on the town.</p>

<p>For the sports enthusiast, Smart Watches are a great way to time yourself and always keep track of your steps and more. Key athletic features like water resistance, date and time, a stretchy watch strap and quartz movement make you primed to take on any sport!</p>

<p>Chronograph watches make it easy to tell time precisely, with stick indices that can tell you - down to the second - what time it is. All watches of this type are elegantly crafted, often with ceramic turning bezels that lend the watch an ornate, delicate appearance.</p>",Tommy Hilfiger,Men's,Bracelet,true,Gender,Men’s,Movement,Mechanical,Style,Casual,,4990.015021607,shopify,100,continue,manual,40.00,44.00,true,true,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_dylan_rose_gold_tone_chronograph_mens_watch_1_46bafb0e-0498-460e-acfe-e9d650700181.png?v=1576655923,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_dylan_rose_gold_tone_chronograph_mens_watch_1_46bafb0e-0498-460e-acfe-e9d650700181.png?v=1576655923,lb,,,active
michael-kors-dylan-rose-gold-tone-chronograph-mens-watch,,,,,,,,Women’s,,Mechanical,,Casual,,5000.0,shopify,100,deny,manual,39.00,44.00,true,true,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_dylan_rose_gold_tone_chronograph_mens_watch_2_275b2c39-6c4a-4aba-948a-8c9140c86807.png?v=1576655923,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_dylan_rose_gold_tone_chronograph_mens_watch_2_275b2c39-6c4a-4aba-948a-8c9140c86807.png?v=1576655923,kg,,,
michael-kors-dylan-rose-gold-tone-chronograph-mens-watch,,,,,,,,Men’s,,Quartz,,Casual,,1134.0007696661876,shopify,1,deny,manual,40.00,49.00,true,true,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_dylan_rose_gold_tone_chronograph_mens_watch_3.png?v=1576655923,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_dylan_rose_gold_tone_chronograph_mens_watch_3.png?v=1576655923,oz,,,
michael-kors-dylan-rose-gold-tone-chronograph-mens-watch,,,,,,,,Women’s,,Quartz,,Sport,,100.0,shopify,13,continue,manual,35.00,42.00,true,true,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_dylan_rose_gold_tone_chronograph_mens_watch_4.png?v=1576655923,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_dylan_rose_gold_tone_chronograph_mens_watch_4.png?v=1576655923,g,,,
michael-kors-dylan-rose-gold-tone-chronograph-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_dylan_rose_gold_tone_chronograph_mens_watch_5.png?v=1576655923,5,,,,,,,,,,,,,,,,,,,,,,
michael-kors-access-runway-rose-gold-tone-smartwatch,Michael Kors Access Runway Rose Gold Tone Smartwatch,"<p>Tick tock. You’ll never wonder what time it is again when you browse through all watches, including designer brands like Gucci, Daniel Wellington. From stainless steel and ceramic watch straps to leather and fabric ones, you’ll find the perfect fit for your wrist.</p>

<p>A watch is an accessory that makes you look smart and professional. This accessory is loved by both men and women. Women love wearing a watch that has an elegant and contemporary design. Today’s modern woman cannot leave for office without wearing a chic watch. Ladies’ watches are available in various designs. Watches for girls are the mode of various materials such as metal, leather, and plastic.</p>

<p>Our extensive collection of men’s and women’s watches covers every style and taste, from cutting-edge modern designs to ageless classics. Want a watch that’s both practical and fashionable? Look for straps in vibrant colors like pink, purple bright white. Watch faces with diamonds accents or larger font numbers exude fabulous, bold style, while watch straps in silver-tone or gold-tone stainless steel punctuate the suitable nuances of the watch.</p>",Michael Kors,Chronograph,Military,true,Title,Default Title,,,,,654654654-56,0.0,shopify,0,deny,manual,99.00,,true,false,541265746854231,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_access_runway_rose_gold_tone_smartwatch_1_4cf5f8ce-927f-4e1e-9e33-098e764740b1.png?v=1576655907,1,,false,,,,,,,,,,,,,,,,,kg,,,active
michael-kors-access-runway-rose-gold-tone-smartwatch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_access_runway_rose_gold_tone_smartwatch_2_f0411265-2e03-407c-8c7c-683fc140cb45.png?v=1576655907,2,,,,,,,,,,,,,,,,,,,,,,
michael-kors-access-runway-rose-gold-tone-smartwatch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_access_runway_rose_gold_tone_smartwatch_3_85caa05a-e5a1-470b-963d-68d46694bdc2.png?v=1576655907,3,,,,,,,,,,,,,,,,,,,,,,
michael-kors-access-runway-rose-gold-tone-smartwatch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_access_runway_rose_gold_tone_smartwatch_4_7562db83-9caf-4f53-9c99-c04b3496518b.png?v=1576655907,4,,,,,,,,,,,,,,,,,,,,,,
michael-kors-access-runway-rose-gold-tone-smartwatch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/michael_kors_access_runway_rose_gold_tone_smartwatch_5.png?v=1576655907,5,,,,,,,,,,,,,,,,,,,,,,
hugo-boss-grand-prix-black-ion-plated-chronograph-mens-watch,Hugo Boss Grand Prix Black Ion Plated Chronograph Mens Watch,"<p>Solar watches are another option for those who want to energize their watch collection. Powered by a solar panel, these watches are environmentally friendly and ideal for the seasoned outdoorsman. They also require minimal maintenance because they don’t need a battery or have to be wound.</p>

<p>No matter what type of watch you’re looking for, you’ll never lose track of time when you choose from the vast array of all watches presented in our online store.</p>",Hugo Boss,Diving,Activity,true,Title,Default Title,,,,,327038,32600.0,shopify,100,deny,manual,34.00,36.00,true,true,555-6322-1,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/hugo_boss_grand_prix_black_ion_plated_chronograph_mens_watch_1_6e763fe2-b4f5-4c99-b7b9-8ea19bc98027.png?v=1576655893,1,,false,,,,,,,,,,,,,,,,,kg,,,active
hugo-boss-grand-prix-black-ion-plated-chronograph-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/hugo_boss_grand_prix_black_ion_plated_chronograph_mens_watch_2_6d26946f-404b-4f31-9fda-5b6ed9f0f2a8.png?v=1576655893,2,,,,,,,,,,,,,,,,,,,,,,
hugo-boss-grand-prix-black-ion-plated-chronograph-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/hugo_boss_grand_prix_black_ion_plated_chronograph_mens_watch_3_8b048178-d1cb-41a2-980c-283d447f74b1.png?v=1576655893,3,,,,,,,,,,,,,,,,,,,,,,
hugo-boss-grand-prix-black-ion-plated-chronograph-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/hugo_boss_grand_prix_black_ion_plated_chronograph_mens_watch_4.png?v=1576655893,4,,,,,,,,,,,,,,,,,,,,,,
hugo-boss-grand-prix-black-ion-plated-chronograph-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/hugo_boss_grand_prix_black_ion_plated_chronograph_mens_watch_5.png?v=1576655893,5,,,,,,,,,,,,,,,,,,,,,,
gucci-plexiglass-fashion-ladies-watch,Gucci Plexiglass Fashion Ladies Watch,"<p>Our vast range of sports watches includes popular brands, such as Casio, G-Shock and Citizen, all packed with the special features any budding sportsman could need. If it’s versatility you’re after, our casual collection comes from fashion brands such as Diesel and Fossil and looks great in the office or out on the town.</p>

<p>For the sports enthusiast, Smart Watches are a great way to time yourself and always keep track of your steps and more. Key athletic features like water resistance, date and time, a stretchy watch strap and quartz movement make you primed to take on any sport!</p>

<p>Chronograph watches make it easy to tell time precisely, with stick indices that can tell you - down to the second - what time it is. All watches of this type are elegantly crafted, often with ceramic turning bezels that lend the watch an ornate, delicate appearance.</p>",Gucci,Vintage,Chronograph,true,Movement,Mechanical,,,,,327AE-6,2000.0,,99,deny,manual,80.00,,false,true,327038522,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_plexiglass_fashion_ladies_watch_1.png?v=1576655878,1,,false,,,,,,,,,,,,,,,,,kg,,,active
gucci-plexiglass-fashion-ladies-watch,,,,,,,,Quartz,,,,,556-62225,2000.0,,1,deny,manual,79.00,88.00,true,true,48245687465,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_plexiglass_fashion_ladies_watch_2.png?v=1576655878,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_plexiglass_fashion_ladies_watch_2.png?v=1576655878,kg,,,
gucci-plexiglass-fashion-ladies-watch,,,,,,,,Automatic,,,,,64554,7000.0,shopify,50,deny,manual,78.00,,true,true,2353565467,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_plexiglass_fashion_ladies_watch_3.png?v=1576655878,3,,,,,,,,,,,,,,,,,,,kg,,,
gucci-plexiglass-fashion-ladies-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_plexiglass_fashion_ladies_watch_4.png?v=1576655878,4,,,,,,,,,,,,,,,,,,,,,,
gucci-plexiglass-fashion-ladies-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_plexiglass_fashion_ladies_watch_5.png?v=1576655878,5,,,,,,,,,,,,,,,,,,,,,,
gucci-i-gucci-ion-plated-digital-mens-watch,Gucci I Gucci Ion Plated Digital Mens Watch,"<p>Tick tock. You’ll never wonder what time it is again when you browse through all watches, including designer brands like Gucci, Daniel Wellington. From stainless steel and ceramic watch straps to leather and fabric ones, you’ll find the perfect fit for your wrist.</p>

<p>A watch is an accessory that makes you look smart and professional. This accessory is loved by both men and women. Women love wearing a watch that has an elegant and contemporary design. Today’s modern woman cannot leave for office without wearing a chic watch. Ladies’ watches are available in various designs. Watches for girls are the mode of various materials such as metal, leather, and plastic.</p>

<p>Our extensive collection of men’s and women’s watches covers every style and taste, from cutting-edge modern designs to ageless classics. Want a watch that’s both practical and fashionable? Look for straps in vibrant colors like pink, purple bright white. Watch faces with diamonds accents or larger font numbers exude fabulous, bold style, while watch straps in silver-tone or gold-tone stainless steel punctuate the suitable nuances of the watch.</p>",Emporio Armani,Ladies,Crystal,true,Title,Default Title,,,,,,0.0,shopify,98,deny,manual,24.00,,true,true,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_i_gucci_ion_plated_digital_mens_watch_1.png?v=1576655852,1,,false,,,,,,,,,,,,,,,,,kg,,,active
gucci-i-gucci-ion-plated-digital-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_i_gucci_ion_plated_digital_mens_watch_2.png?v=1576655853,2,,,,,,,,,,,,,,,,,,,,,,
gucci-i-gucci-ion-plated-digital-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_i_gucci_ion_plated_digital_mens_watch_3.png?v=1576655853,3,,,,,,,,,,,,,,,,,,,,,,
gucci-i-gucci-ion-plated-digital-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_i_gucci_ion_plated_digital_mens_watch_4.png?v=1576655853,4,,,,,,,,,,,,,,,,,,,,,,
gucci-i-gucci-ion-plated-digital-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_i_gucci_ion_plated_digital_mens_watch_5.png?v=1576655853,5,,,,,,,,,,,,,,,,,,,,,,
gucci-g-collection-diamond-gold-plated-ladies-watch,Gucci G Collection Diamond Gold Plated Ladies Watch,"<p>Our vast range of sports watches includes popular brands, such as Casio, G-Shock and Citizen, all packed with the special features any budding sportsman could need. If it’s versatility you’re after, our casual collection comes from fashion brands such as Diesel and Fossil and looks great in the office or out on the town.</p>

<p>For the sports enthusiast, Smart Watches are a great way to time yourself and always keep track of your steps and more. Key athletic features like water resistance, date and time, a stretchy watch strap and quartz movement make you primed to take on any sport!</p>

<p>Chronograph watches make it easy to tell time precisely, with stick indices that can tell you - down to the second - what time it is. All watches of this type are elegantly crafted, often with ceramic turning bezels that lend the watch an ornate, delicate appearance.</p>",Tommy Hilfiger,Chronograph,Military,true,Title,Default Title,,,,,654654654-56,0.0,shopify,0,deny,manual,50.00,,true,false,541265746854231,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_g_collection_diamond_gold_plated_ladies_watch_1.png?v=1576655828,1,,false,,,,,,,,,,,,,,,,,kg,,,active
gucci-g-collection-diamond-gold-plated-ladies-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_g_collection_diamond_gold_plated_ladies_watch_2.png?v=1576655828,2,,,,,,,,,,,,,,,,,,,,,,
gucci-g-collection-diamond-gold-plated-ladies-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_g_collection_diamond_gold_plated_ladies_watch_3.png?v=1576655828,3,,,,,,,,,,,,,,,,,,,,,,
gucci-g-collection-diamond-gold-plated-ladies-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_g_collection_diamond_gold_plated_ladies_watch_4.png?v=1576655828,4,,,,,,,,,,,,,,,,,,,,,,
gucci-g-collection-diamond-gold-plated-ladies-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/gucci_g_collection_diamond_gold_plated_ladies_watch_5.png?v=1576655828,5,,,,,,,,,,,,,,,,,,,,,,
emporio-armani-rose-gold-tone-mens-watch,Emporio Armani Rose Gold Tone Mens Watch,"<p>Tick tock. You’ll never wonder what time it is again when you browse through all watches, including designer brands like Gucci, Daniel Wellington. From stainless steel and ceramic watch straps to leather and fabric ones, you’ll find the perfect fit for your wrist.</p>

<p>A watch is an accessory that makes you look smart and professional. This accessory is loved by both men and women. Women love wearing a watch that has an elegant and contemporary design. Today’s modern woman cannot leave for office without wearing a chic watch. Ladies’ watches are available in various designs. Watches for girls are the mode of various materials such as metal, leather, and plastic.</p>

<p>Our extensive collection of men’s and women’s watches covers every style and taste, from cutting-edge modern designs to ageless classics. Want a watch that’s both practical and fashionable? Look for straps in vibrant colors like pink, purple bright white. Watch faces with diamonds accents or larger font numbers exude fabulous, bold style, while watch straps in silver-tone or gold-tone stainless steel punctuate the suitable nuances of the watch.</p>",Michael Kors,Diving,Activity,true,Title,Default Title,,,,,327038,32600.0,shopify,100,deny,manual,80.00,88.00,true,true,555-6322-1,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/emporio_armani_rose_gold_tone_mens_watch_1_932d4e80-170f-4308-942c-d9fc6841d009.png?v=1576655812,1,,false,,,,,,,,,,,,,,,,,kg,,,active
emporio-armani-rose-gold-tone-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/emporio_armani_rose_gold_tone_mens_watch_2_313d20ee-e14c-410e-a170-5e524690baf2.png?v=1576655812,2,,,,,,,,,,,,,,,,,,,,,,
emporio-armani-rose-gold-tone-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/emporio_armani_rose_gold_tone_mens_watch_3_5c5c1108-331b-40ff-aeab-74f1cef9639d.png?v=1576655812,3,,,,,,,,,,,,,,,,,,,,,,
emporio-armani-rose-gold-tone-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/emporio_armani_rose_gold_tone_mens_watch_4_89887b9e-c8ca-4738-98cf-0b1bda884733.png?v=1576655812,4,,,,,,,,,,,,,,,,,,,,,,
emporio-armani-rose-gold-tone-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/emporio_armani_rose_gold_tone_mens_watch_5.png?v=1576655812,5,,,,,,,,,,,,,,,,,,,,,,
emporio-armani-mens-watch,Emporio Armani Mens Watch,"<p>Solar watches are another option for those who want to energize their watch collection. Powered by a solar panel, these watches are environmentally friendly and ideal for the seasoned outdoorsman. They also require minimal maintenance because they don’t need a battery or have to be wound.</p>

<p>No matter what type of watch you’re looking for, you’ll never lose track of time when you choose from the vast array of all watches presented in our online store.</p>",Hugo Boss,Vintage,Chronograph,true,Movement,Mechanical,,,,,327AE-6,2000.0,,99,deny,manual,119.00,,false,true,327038522,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/emporio_armani_mens_watch_1_6456f136-854a-4d34-81c5-e0e9b104b896.png?v=1576655796,1,,false,,,,,,,,,,,,,,,,,kg,,,active
emporio-armani-mens-watch,,,,,,,,Quartz,,,,,556-62225,2000.0,,1,deny,manual,110.00,120.00,true,true,48245687465,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/emporio_armani_mens_watch_2_7a9b70be-2003-4102-a274-8ccf0ead4ff9.png?v=1576655796,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/emporio_armani_mens_watch_2_7a9b70be-2003-4102-a274-8ccf0ead4ff9.png?v=1576655796,kg,,,
emporio-armani-mens-watch,,,,,,,,Automatic,,,,,64554,7000.0,shopify,50,deny,manual,115.00,,true,true,2353565467,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/emporio_armani_mens_watch_3_1f98a28a-c4f3-4092-9349-571af467ea99.png?v=1576655796,3,,,,,,,,,,,,,,,,,,,kg,,,
emporio-armani-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/emporio_armani_mens_watch_4_9a0b3ad5-4e01-4bed-bf5b-ca09fd045ab9.png?v=1576655796,4,,,,,,,,,,,,,,,,,,,,,,
emporio-armani-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/emporio_armani_mens_watch_5.png?v=1576655796,5,,,,,,,,,,,,,,,,,,,,,,
breitling-navitimer-world-46-automatic-chronograph-mens-watch,Breitling Navitimer World 46 Automatic Chronograph Mens Watch,"<p>Tick tock. You’ll never wonder what time it is again when you browse through all watches, including designer brands like Gucci, Daniel Wellington. From stainless steel and ceramic watch straps to leather and fabric ones, you’ll find the perfect fit for your wrist.</p>

<p>A watch is an accessory that makes you look smart and professional. This accessory is loved by both men and women. Women love wearing a watch that has an elegant and contemporary design. Today’s modern woman cannot leave for office without wearing a chic watch. Ladies’ watches are available in various designs. Watches for girls are the mode of various materials such as metal, leather, and plastic.</p>

<p>Our extensive collection of men’s and women’s watches covers every style and taste, from cutting-edge modern designs to ageless classics. Want a watch that’s both practical and fashionable? Look for straps in vibrant colors like pink, purple bright white. Watch faces with diamonds accents or larger font numbers exude fabulous, bold style, while watch straps in silver-tone or gold-tone stainless steel punctuate the suitable nuances of the watch.</p>",Emporio Armani,Men's,Bracelet,true,Gender,Men’s,Movement,Mechanical,Style,Casual,,4990.015021607,shopify,100,continue,manual,70.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/breitling_navitimer_world_46_automatic_chronograph_mens_watch_1_aa9f5037-1c9e-4291-b1c5-cb439299b65b.png?v=1576655766,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/breitling_navitimer_world_46_automatic_chronograph_mens_watch_1_aa9f5037-1c9e-4291-b1c5-cb439299b65b.png?v=1576655766,lb,,,active
breitling-navitimer-world-46-automatic-chronograph-mens-watch,,,,,,,,Women’s,,Mechanical,,Casual,,5000.0,shopify,100,deny,manual,68.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/breitling_navitimer_world_46_automatic_chronograph_mens_watch_2_80f60363-f41d-4acd-b250-3494fba4d0d2.png?v=1576655766,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/breitling_navitimer_world_46_automatic_chronograph_mens_watch_2_80f60363-f41d-4acd-b250-3494fba4d0d2.png?v=1576655766,kg,,,
breitling-navitimer-world-46-automatic-chronograph-mens-watch,,,,,,,,Men’s,,Quartz,,Casual,,1134.0007696661876,shopify,1,deny,manual,65.00,70.00,true,true,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/breitling_navitimer_world_46_automatic_chronograph_mens_watch_3_ae07c466-1e28-489b-a891-a648dc253d0b.png?v=1576655766,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/breitling_navitimer_world_46_automatic_chronograph_mens_watch_3_ae07c466-1e28-489b-a891-a648dc253d0b.png?v=1576655766,oz,,,
breitling-navitimer-world-46-automatic-chronograph-mens-watch,,,,,,,,Women’s,,Quartz,,Sport,,100.0,shopify,13,continue,manual,69.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/breitling_navitimer_world_46_automatic_chronograph_mens_watch_4.png?v=1576655766,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/breitling_navitimer_world_46_automatic_chronograph_mens_watch_4.png?v=1576655766,g,,,
breitling-navitimer-world-46-automatic-chronograph-mens-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0273/2346/5866/products/breitling_navitimer_world_46_automatic_chronograph_mens_watch_5.png?v=1576655766,5,,,,,,,,,,,,,,,,,,,,,,
